Type of property,Subtype of property,Price,State of the building,Surface of the plot,Surface of the land,Area,Number of rooms,Furnished,Fully equipped kitchen,Number of facades,Garden,Garden surface,Open fire,Terrace,Terrace surface,Investment property
House,House,275200,As new,218,153,153,3,0,0,2,1,65,0,0,,0
House,House,296450,As new,302,148,147,3,0,0,3,1,154,0,0,,0
House,House,359000,,,,,7,0,0,,0,,0,0,,0
House,House,375000,,790,790,158,2,0,0,,0,,0,0,,1
House,House,381400,As new,476,476,,3,0,1,,0,,0,0,,0
House,House,387500,As new,470,470,,3,0,1,,0,,0,0,,0
House,House,395000,,203,190,162,3,0,1,,1,,0,1,13,0
House,House,410000,As new,1165,1165,,4,0,1,,0,,0,0,,0
House,House,438700,As new,362,362,,3,0,1,,0,,0,0,,0
House,House,460000,,1763,1763,300,4,0,0,4,0,,0,0,,1
House,Country house,599000,To renovate,1970,1970,,4,0,0,3,0,,0,0,,
House,House,450000,As new,205,205,140,4,0,1,3,0,,0,0,,0
House,House,242000,,,,,2,0,0,,0,,0,0,,0
House,House,215000,To renovate,1548,1548,,2,0,0,3,0,,0,0,,
House,House,274000,,,,,2,0,0,,0,,0,1,30,0
House,House,279342,As new,458,458,148,3,0,0,3,0,,0,0,,0
House,House,308775,As new,235,235,140,3,0,0,3,0,,0,0,,0
House,House,320000,,210,210,,3,0,0,2,0,,1,0,,
House,House,575000,,639,639,206,3,0,0,,1,,0,0,,0
House,House,1300000,,9735,735,460,3,0,0,4,1,9000,1,0,,0
House,House,354914,,417,417,145,3,0,1,3,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,Apartment block,195000,Good,,,,,0,0,3,0,,0,0,,1
House,House,275200,As new,218,153,153,3,0,0,2,1,65,0,0,,0
House,House,289000,,,,,3,0,0,,1,30,0,0,,0
House,House,295000,,,,,5,0,0,,0,,0,0,,0
House,House,314609,As new,348,348,181,4,0,0,3,0,,0,0,,0
House,House,319999,,,,,4,0,0,,1,,0,0,,0
House,House,424700,As new,1368,1368,,3,0,1,,0,,0,0,,0
House,House,1500000,,45113,45113,,6,0,0,4,0,,0,0,,0
House,House,235000,As new,,,201,3,0,0,3,1,,0,0,,0
House,House,261995,As new,483,483,,3,0,0,4,0,,0,0,,
House,House,175000,,300,300,,2,0,0,1,0,,0,0,,
House,House,260000,,,,,3,0,0,,0,,0,0,,0
House,House,289000,,,,,3,0,0,,0,,0,0,,0
House,House,295000,,172,172,,3,0,0,2,0,,0,0,,
House,Apartment block,377000,To renovate,,,,,0,0,2,0,,0,0,,1
House,Mixed-use building,380000,,200,200,,3,0,0,3,0,,0,0,,1
House,House,399000,,,,,4,0,0,,1,158,0,0,,0
House,House,449000,,,,,5,0,0,,0,,0,0,,0
House,Mansion,450000,Good,,,,4,0,0,2,0,,0,0,,1
House,Mansion,550000,Good,,,,1,0,0,2,0,,0,0,,1
House,House,595000,As new,,,145,3,0,1,3,1,35,0,0,,0
House,Mansion,650000,Good,,,,4,0,0,2,0,,0,0,,1
House,Apartment block,785000,Good,,,,,0,0,2,0,,0,0,,1
House,Other properties,1095000,As new,,,,15,0,0,2,0,,0,0,,1
House,House,348240,,450,450,,3,0,0,,1,,0,0,,0
House,Apartment block,320000,,,,,,0,0,,0,,0,0,,1
House,Apartment block,585000,,,,,,0,0,,0,,0,0,,1
House,House,465000,,,,65,1,0,0,,0,,0,0,,0
House,House,535000,,,,65,1,0,0,,0,,0,0,,0
House,House,570000,,7030,7030,,4,0,0,,0,,0,0,,0
House,Exceptional property,750000,,249,249,,1,0,0,2,0,,0,0,,0
House,House,269000,,,,80,2,0,0,2,0,,0,1,17,0
House,House,434000,,445,445,180,3,0,0,2,1,,0,0,,
House,Villa,623372,,4504,4504,,4,0,0,,0,,0,0,,0
House,House,170000,,144,144,,2,0,0,3,0,,0,0,,0
House,House,282900,Good,,,,5,0,0,2,0,,0,0,,1
House,House,292600,,303,160,147,3,0,0,3,1,143,0,0,,0
House,House,340000,,,,,2,0,0,,0,,0,0,,0
House,House,365000,,500,500,163,3,0,0,,1,,0,0,,0
House,House,450000,To renovate,912,912,178,3,0,0,4,0,,0,0,,
House,House,279342,,458,458,126,3,0,0,3,0,,0,0,,
House,Exceptional property,286900,,1800,1800,,2,0,0,1,0,,0,0,,1
House,House,149000,To renovate,,,,3,0,0,4,0,,0,0,,0
House,Apartment block,175000,Good,,,,1,0,0,3,0,,0,0,,1
House,House,669000,,2481,2481,300,3,0,0,4,0,,0,0,,0
House,House,410000,,320,320,160,3,0,0,3,0,,0,0,,
House,House,508000,,586,586,200,3,0,0,3,1,,0,0,,
House,House,302715,As new,,,,4,0,0,4,0,,0,0,,0
House,House,299000,,,,130,3,0,0,3,0,,0,0,,0
House,House,440000,As new,141,141,140,4,0,1,3,0,,0,0,,0
House,House,455000,As new,199,199,140,4,0,1,3,0,,0,0,,0
House,House,499000,,4598,4549,,4,0,0,3,1,38,0,1,11,
,Hed. woningen Vosselaar,299500,,,,,,0,0,,0,,0,0,,0
House,House,,To restore,100,100,500,3,0,0,2,0,,0,0,,
House,House,130000,,79,79,,2,0,0,1,0,,0,0,,
House,House,295000,As new,400,400,140,3,0,0,4,0,,0,0,,
House,House,395000,,,,,3,0,0,,0,,0,0,,0
House,Apartment block,459900,To be done up,,,,,0,0,2,0,,0,0,,1
House,Apartment block,1750000,,,,,12,0,0,2,0,,0,0,,1
House,Manor house,2420000,,60000,60000,,,0,0,,0,,0,0,,0
House,House,274500,As new,400,400,,3,0,0,4,0,,0,0,,
House,House,288116,,431,431,160,3,0,0,,0,,0,0,,0
House,House,460000,As new,222,222,150,4,0,1,4,0,,0,0,,0
House,House,679000,,55,55,210,7,0,0,1,0,,0,0,,
House,House,307000,,291,291,,5,0,0,2,0,,0,0,,0
House,House,380000,,291,291,,5,0,0,2,0,,0,0,,0
House,Apartment block,875000,,,,,6,0,0,2,0,,0,0,,1
House,House,256800,As new,400,400,,3,0,0,3,0,,0,0,,
House,House,253776,As new,530,530,131,3,0,0,4,0,,0,0,,0
House,House,295000,,,,,4,0,0,,1,,0,0,,0
House,House,695000,,95,95,250,4,0,0,2,0,,0,0,,
,,,,,,,,0,0,,0,,0,0,,
House,Apartment block,350000,To renovate,,,,4,0,0,,0,,0,0,,1
House,House,399000,,463,463,,3,0,0,3,1,,0,0,,
House,House,321000,,156,156,140,3,0,0,3,1,,0,0,,
House,House,345340,,,,,4,0,0,,0,,0,0,,0
House,House,345340,,,,,4,0,0,,0,,0,0,,0
House,House,352055,,,,,4,0,0,,0,,0,0,,0
House,House,353055,,,,,4,0,0,,0,,0,0,,0
House,House,353731,,875,875,180,3,0,0,,0,,0,0,,0
House,Apartment block,375000,Good,575,575,,,0,0,,0,,0,0,,1
House,Country house,890000,,,,,5,0,0,4,0,,0,0,,0
House,House,305770,,,,,3,0,0,3,0,,0,0,,
House,House,334000,,,,,2,0,0,,0,,0,0,,0
House,House,580000,,115,115,133,2,0,0,2,0,,0,0,,0
House,House,256800,,350,350,,3,0,0,3,0,,0,0,,
House,House,445902,,,,,4,0,0,,0,,0,0,,0
House,House,265000,,,,,2,0,0,,0,,0,0,,0
,De Reiger - woningen,325000,,,,,,0,0,,0,,0,0,,0
House,House,272038,,411,411,126,3,0,0,,0,,0,0,,0
House,House,282493,,200,200,140,3,0,0,,0,,0,0,,0
House,House,307798,,275,275,126,3,0,0,,0,,0,0,,0
House,House,999500,,,,,8,0,0,,0,,0,0,,1
House,Apartment block,1890000,,,,390,,0,0,,0,,0,0,,1
House,House,265000,,,,,2,0,0,,0,,0,0,,0
House,House,289404,,483,483,126,3,0,0,,0,,0,0,,0
House,House,305364,,467,467,126,3,0,0,,0,,0,0,,0
House,House,306467,,465,465,126,3,0,0,,0,,0,0,,0
House,House,395911,,827,827,180,3,0,0,,0,,0,0,,0
House,House,348000,,,,,3,0,0,,0,,0,0,,0
House,House,293093,,288,288,,3,0,0,,0,,0,0,,0
House,Apartment block,1195000,As new,,,450,4,0,0,2,0,,0,0,,1
House,Apartment block,1275000,As new,,,600,16,0,0,2,0,,0,0,,1
House,House,488000,,,,145,3,0,0,3,1,48,0,0,,0
House,Apartment block,980000,As new,,,371,6,0,0,2,0,,0,0,,1
House,Apartment block,1550000,,,,180,13,0,0,2,0,,0,0,,1
House,Apartment block,2975000,To renovate,,,,,0,0,2,0,,0,0,,1
House,Mixed-use building,2375000,,,,,,0,0,2,0,,0,0,,1
House,Apartment block,990000,,,,,15,0,0,2,0,,0,0,,1
House,Other properties,7000000,,,,,40,0,0,4,0,,0,0,,0
House,Apartment block,460000,To renovate,130,92,165,4,0,0,2,1,38,0,0,,1
House,House,460000,To renovate,130,92,165,4,0,0,2,1,38,0,0,,0
House,Exceptional property,1875000,As new,620,130,551,5,0,1,4,1,450,0,1,40,0
House,Mansion,985000,Good,130,100,340,4,0,1,2,0,,0,1,30,0
House,House,925000,Good,1176,861,220,4,0,1,3,1,300,0,1,15,0
,,,,,,,,0,0,,0,,0,0,,
House,House,990000,As new,251,235,485,6,0,1,2,0,,0,1,16,0
House,House,935000,Good,,,250,3,0,1,2,0,,0,1,45,0
House,Town-house,520000,As new,209,77,180,4,0,1,2,1,112,0,1,20,0
House,House,787500,To renovate,573,573,409,6,0,0,3,0,,1,0,,0
House,Apartment block,275000,To restore,76,76,270,8,0,0,2,0,,0,0,,1
House,Apartment block,399000,Good,50,45,190,3,0,1,2,0,,0,1,5,1
House,House,415000,Good,95,74,145,4,0,0,3,0,,0,1,21,0
House,Mixed-use building,450000,As new,193,133,220,2,0,0,2,1,60,0,0,,1
House,House,470000,Good,83,53,130,3,0,1,2,1,30,0,0,,0
House,House,539000,To renovate,386,10,390,6,1,0,2,1,346,0,1,30,0
House,House,540000,To renovate,319,9,225,4,0,0,3,1,240,0,1,70,0
House,House,650000,Good,110,51,210,4,0,0,2,1,44,1,1,15,
,"""Moulin Blanc"" Villas",725000,,,,,,0,0,,0,,0,0,,0
,MOULIN BLANC,725000775000,,,,,,0,0,,0,,0,0,,0
House,House,750000,Good,110,110,260,5,0,0,2,0,,0,0,,0
House,Apartment block,750000,Good,110,71,260,5,0,0,2,0,,0,1,39,1
House,House,995000,Good,836,236,200,4,0,0,3,1,550,0,1,50,0
House,Apartment block,1300000,Good,348,327,804,9,0,1,2,0,,0,1,21,1
House,House,1375000,As new,508,158,427,6,0,1,3,1,300,1,1,50,0
House,Apartment block,1390000,As new,150,56,350,5,1,1,2,1,40,0,1,54,1
House,Mansion,2495000,As new,561,513,460,6,0,1,2,0,,0,1,48,0
House,Apartment block,675000,To be done up,170,95,351,4,0,1,2,1,70,0,1,5,1
House,House,560000,Just renovated,150,90,180,3,0,0,3,1,60,0,0,,0
House,House,349000,Good,95,43,168,4,0,0,2,1,50,0,1,2,0
House,House,595000,As new,198,17,249,3,0,1,2,1,70,0,1,111,0
House,House,975000,As new,160,70,273,5,0,1,2,1,50,0,1,40,0
House,Mixed-use building,1090000,Good,221,145,423,4,0,1,2,1,76,0,0,,1
House,House,1350000,Just renovated,145,75,365,5,0,1,2,1,50,0,1,20,
House,Mansion,4950000,Good,310,310,1000,8,0,0,2,0,,0,0,,
House,Mansion,4950000,Good,502,176,1000,6,0,0,2,1,296,0,1,30,0
House,House,4950000,Good,310,310,1000,8,0,0,2,1,,1,0,,0
House,House,895000,To renovate,143,103,250,4,0,0,2,1,40,0,0,,
House,House,5950000,As new,3200,3086,751,6,0,1,4,0,,0,1,114,0
House,House,650000,To renovate,95,70,232,6,0,0,2,0,,0,1,25,0
House,House,360000,To be done up,,,115,3,0,1,2,0,,0,1,9,0
House,House,535000,As new,326,92,262,6,0,1,2,1,188,0,1,46,0
House,House,650000,To be done up,150,85,194,4,0,0,2,1,50,0,1,15,0
House,House,,To renovate,65,65,286,4,0,0,2,0,,0,0,,
House,House,375000,Good,177,52,153,4,0,1,2,1,105,0,1,20,0
House,House,385000,Good,89,67,180,5,0,0,2,0,,0,1,22,0
House,House,399000,To renovate,75,3,180,3,0,1,2,1,36,0,1,36,0
House,House,399000,To renovate,75,3,180,3,0,1,2,1,36,0,1,36,0
House,House,420000,Good,230,130,170,3,0,1,3,1,100,0,0,,0
House,House,490000,As new,65,65,150,4,0,1,2,0,,0,0,,0
House,House,690000,To be done up,100,-75,250,4,0,0,2,1,150,0,1,25,0
House,Apartment block,895000,As new,250,230,250,5,1,1,2,0,,0,1,20,1
House,House,895000,As new,1,-40,331,5,0,0,2,1,41,0,0,,0
House,House,1090000,Just renovated,217,102,330,4,0,0,2,1,100,0,1,15,0
House,Mansion,4950000,As new,251,251,450,5,0,1,3,0,,0,0,,0
House,House,825000,Good,187,70,195,5,0,0,2,1,95,0,1,22,0
House,House,1495000,Good,190,85,400,5,0,1,2,1,90,0,1,15,0
House,House,455000,Just renovated,182,62,225,4,0,0,,1,120,1,0,,0
House,House,550000,To be done up,165,60,218,4,0,0,2,1,75,0,1,30,0
House,Mansion,360000,To renovate,150,70,147,4,0,0,2,1,70,0,1,10,0
House,House,390000,To renovate,165,130,180,3,0,0,2,1,35,0,0,,0
House,House,440000,As new,130,84,182,3,0,1,2,1,40,0,1,6,0
House,House,445000,Good,172,-15,176,3,0,0,2,1,172,0,1,15,0
House,House,549000,,773,68,125,3,0,0,3,1,690,0,1,15,0
House,House,787500,To renovate,573,573,409,4,0,0,3,0,,1,0,,0
House,Exceptional property,795000,As new,490,390,420,4,0,1,3,1,55,0,1,45,0
House,Exceptional property,795000,As new,490,390,420,4,0,1,3,1,55,0,1,45,0
House,House,825000,To renovate,555,535,222,3,0,1,4,0,,0,1,20,0
House,Villa,1295000,Good,1642,642,470,4,0,1,4,1,1000,1,0,,0
House,House,2950000,As new,2000,-30,600,5,0,1,4,1,2000,1,1,30,0
House,House,975000,As new,146,74,263,4,0,1,2,1,60,0,1,12,0
House,House,975000,As new,146,74,263,4,0,1,2,1,60,0,1,12,0
House,Apartment block,800000,Good,,,250,4,1,0,2,0,,0,0,,1
House,Apartment block,875000,To renovate,180,105,400,8,0,0,2,1,75,0,0,,1
House,Town-house,650000,As new,252,134,215,4,0,1,2,1,94,0,1,24,0
House,Mixed-use building,680000,To renovate,80,80,190,,0,0,2,0,,0,0,,1
House,Exceptional property,2190000,As new,860,544,650,5,0,1,2,1,246,0,1,70,0
House,Apartment block,800000,Good,65,65,285,3,0,0,2,0,,0,0,,1
House,House,,Good,690,655,226,5,0,0,3,0,,0,1,35,0
House,House,1250000,To be done up,504,149,300,7,0,0,2,1,300,0,1,55,0
House,House,430000,Just renovated,,,227,4,0,1,2,1,20,0,1,5,0
House,House,637000,As new,290,66,164,3,0,1,3,1,200,0,1,24,0
House,House,730000,Good,267,-15,236,4,0,1,2,1,267,0,1,15,0
House,House,265000,To renovate,77,47,152,6,0,0,2,0,,0,1,30,0
House,House,350000,To be done up,,,110,2,0,0,2,1,135,0,0,,0
House,Mixed-use building,450000,Good,107,82,265,6,0,1,2,0,,0,1,25,1
House,House,650000,To renovate,131,81,204,5,0,0,2,1,50,0,0,,0
House,Apartment block,660000,Good,73,73,192,3,0,1,3,0,,0,0,,1
House,Apartment block,775000,Good,,,237,6,0,0,3,0,,0,1,14,1
House,Apartment block,799000,Good,,,355,5,1,1,2,0,,0,1,12,1
House,Apartment block,875000,To renovate,180,105,400,8,0,0,2,1,75,0,0,,1
House,Apartment block,1045000,To renovate,160,145,460,8,0,0,2,0,,0,1,15,1
House,House,1600000,Good,400,115,405,6,0,1,2,1,260,0,1,25,0
House,House,1850000,As new,,,425,5,0,1,2,0,,0,1,12,0
House,Villa,2750000,As new,2600,2600,450,7,0,1,4,0,,0,0,,0
House,House,415000,Good,120,85,200,4,0,0,2,0,,0,1,35,0
House,House,,Just renovated,125,73,155,4,0,1,2,1,40,0,1,12,0
House,Apartment block,795000,Good,,,240,,0,1,2,0,,0,0,,1
House,House,1295000,To renovate,245,125,450,5,0,0,2,1,100,0,1,20,0
House,House,795000,Good,240,228,192,4,0,0,2,0,,0,1,12,0
House,Villa,1750000,Good,1443,793,355,5,0,0,4,1,650,0,0,,0
House,Apartment block,500000,Good,,,216,3,0,1,2,1,20,0,1,13,1
House,Exceptional property,675000,As new,182,87,215,4,0,1,2,1,80,0,1,15,0
House,Mixed-use building,695000,To renovate,53,53,140,4,0,0,2,0,,0,0,,1
House,House,695000,To be done up,295,295,390,8,0,0,2,0,,0,0,,0
House,House,700000,Good,240,226,240,5,0,0,2,0,,0,1,14,0
House,House,750000,Good,420,390,375,6,0,0,2,0,,0,1,30,0
House,House,750000,To be done up,169,93,259,4,0,0,2,1,76,0,0,,0
House,Villa,1875000,As new,620,620,540,5,0,0,4,0,,0,0,,0
House,House,1295000,To renovate,245,125,450,5,0,0,2,1,100,0,1,20,0
House,House,2120000,Just renovated,275,180,780,6,0,1,2,1,80,0,1,15,0
House,House,4950000,As new,300,120,570,5,0,1,3,1,100,1,1,80,0
House,Mansion,399000,To be done up,140,79,238,3,0,0,2,1,54,1,1,7,0
House,Apartment block,649000,As new,127,71,152,4,0,0,2,1,44,0,1,12,1
House,House,569000,Good,141,83,150,4,0,0,2,1,50,0,1,8,0
House,House,1289000,To be done up,375,175,400,6,0,0,2,1,200,0,0,,0
House,House,1950000,As new,265,225,350,4,0,1,2,0,,0,1,40,0
House,Exceptional property,495000,As new,,,129,4,0,1,2,1,30,0,1,10,0
House,Mixed-use building,520000,As new,35,25,120,1,0,1,2,0,,0,1,10,1
House,House,545000,As new,200,135,185,2,0,1,4,1,40,0,1,25,0
House,House,690000,Just renovated,,,230,5,0,0,2,0,,0,0,,0
House,Apartment block,775000,Good,,,230,5,0,0,3,0,,0,1,24,1
House,House,795000,,100,100,240,5,0,0,2,0,,0,0,,0
House,House,845000,Just renovated,153,79,260,6,0,0,2,1,60,0,1,14,0
House,Mixed-use building,850000,Good,295,157,420,8,0,0,2,1,130,0,1,8,1
House,Apartment block,1050000,,193,85,315,7,0,0,2,1,100,0,1,8,1
House,Mixed-use building,1250000,As new,,,260,4,0,1,2,0,,0,0,,1
House,House,4000000,Good,1961,1961,550,3,0,0,4,0,,1,0,,0
House,House,695000,To be done up,261,253,192,4,0,0,2,0,,0,1,8,0
House,Apartment block,695000,To be done up,261,253,192,4,0,0,2,0,,0,1,8,1
House,House,325000,To be done up,221,51,141,3,0,0,2,1,150,0,1,20,0
House,House,650000,To be done up,150,100,194,4,0,1,2,1,50,0,0,,0
House,Villa,2690000,As new,2600,2600,500,5,0,1,4,0,,1,0,,0
House,Villa,1645000,As new,1000,130,400,4,0,1,4,1,850,0,1,20,0
House,Exceptional property,1645000,Good,600,283,526,6,0,0,2,1,317,1,0,,0
House,House,599000,As new,120,91,250,4,0,0,2,1,29,0,0,,0
House,House,290000,To be done up,69,49,113,2,0,1,2,1,10,0,1,10,0
House,House,439000,As new,65,56,120,3,0,1,2,1,,0,1,9,0
House,House,550000,To be done up,72,72,250,4,0,0,2,0,,0,0,,0
House,House,595000,As new,360,151,270,4,0,1,3,1,195,0,1,14,0
House,House,635000,Good,100,55,142,4,0,1,2,1,35,0,1,10,0
House,House,650000,As new,182,72,182,4,0,1,2,1,85,0,1,25,0
House,Mixed-use building,695000,To be done up,189,162,341,3,0,1,2,0,,0,1,27,1
House,House,750000,To be done up,185,105,370,6,0,1,2,1,80,0,0,,
House,Apartment block,790000,To renovate,190,77,306,6,0,1,2,1,75,0,1,38,1
House,House,795000,To be done up,196,126,239,4,0,1,2,1,60,0,1,10,0
House,House,795000,Good,267,47,176,4,0,1,3,1,190,0,1,30,0
House,House,800000,To be done up,127,88,328,4,0,0,2,1,38,0,1,1,0
House,Apartment block,870000,To renovate,160,85,420,5,0,0,2,1,65,0,1,10,1
House,House,925000,Good,597,162,240,5,0,0,3,1,400,0,1,35,0
House,House,950000,Good,275,50,360,3,0,0,2,1,175,0,1,50,0
House,House,950000,To be done up,490,110,240,5,0,0,3,1,300,0,1,80,0
House,Exceptional property,990000,As new,315,135,494,5,0,1,2,1,155,0,1,25,0
House,Mansion,1095000,To renovate,105,60,295,4,0,0,2,1,40,0,1,5,0
House,Mansion,1200000,Good,336,214,505,5,0,1,2,1,110,0,1,12,0
House,House,1295000,Good,317,102,430,4,0,1,2,1,200,0,1,15,1
House,House,1295000,Good,317,102,430,4,0,1,2,1,200,0,1,15,1
House,Villa,1350000,To renovate,2528,478,850,10,0,0,4,1,2000,0,1,50,0
House,House,1480000,As new,1750,130,390,7,0,1,4,1,1600,0,1,20,0
House,Villa,1480000,Good,1773,153,493,7,0,1,4,1,1600,0,1,20,0
House,House,1700000,Good,1025,125,400,5,0,0,4,1,900,1,0,,0
House,Exceptional property,2450000,As new,1632,612,435,7,0,1,4,1,1000,0,1,20,0
House,Villa,2895000,Good,1516,266,650,6,0,0,4,1,1200,0,1,50,0
House,Villa,2985000,As new,1270,1203,480,5,0,1,4,0,,0,1,67,0
House,Mixed-use building,3800000,Good,490,478,1038,,0,0,2,1,12,0,0,,1
House,House,3800000,As new,1367,-40,600,8,0,1,4,1,1367,0,1,40,0
House,House,4950000,As new,4895,4876,1100,7,0,1,4,1,19,0,0,,0
House,Villa,,To be done up,1195,119,475,7,0,0,4,1,1000,0,1,76,0
House,House,365000,To renovate,63,63,110,4,0,0,2,0,,0,0,,0
House,House,795000,As new,231,154,260,5,0,1,2,1,71,1,1,6,0
House,Mixed-use building,1275000,Good,136,136,480,7,0,1,2,0,,0,0,,1
House,House,775000,Just renovated,297,157,145,3,0,1,3,1,140,0,0,,0
House,House,825000,Good,187,70,195,5,0,0,2,1,95,0,1,22,0
House,Apartment block,1545000,As new,110,63,510,10,0,1,2,1,18,0,1,29,1
House,House,1775000,To be done up,1195,995,475,7,0,0,4,1,200,0,0,,0
House,House,2250000,As new,2500,-100,600,5,0,1,4,1,2500,0,1,100,0
House,House,490000,Good,150,145,200,4,0,0,2,0,,0,1,5,0
House,Apartment block,584000,Good,75,65,,4,0,0,2,0,,0,1,10,1
House,House,955000,To be done up,180,180,280,6,0,0,2,0,,0,0,,0
House,Mixed-use building,1100000,Good,1,1,,4,0,0,2,0,,0,0,,1
House,House,2285000,,304,96,509,5,0,0,2,1,200,0,1,8,0
House,Villa,5950000,As new,3252,144,480,6,0,0,4,1,3008,0,1,100,0
House,House,595000,To be done up,104,102,180,3,0,1,2,0,,0,1,2,0
House,Apartment block,675000,Good,95,86,425,,0,0,2,0,,0,1,9,1
House,House,1645000,As new,880,880,460,4,0,1,4,0,,0,0,,0
House,House,1950000,As new,265,195,350,4,0,1,2,1,30,0,1,40,0
House,House,450000,Good,,,265,6,0,1,2,0,,0,0,,0
House,House,595000,Just renovated,366,171,235,4,0,0,3,1,195,1,0,,0
House,House,675000,Good,295,160,150,3,0,0,2,1,135,0,0,,0
House,Apartment block,790000,Good,343,325,490,2,0,1,2,0,,0,1,18,1
House,House,795000,Good,170,75,205,4,0,1,2,1,85,0,1,10,0
House,House,795000,As new,158,74,215,5,0,1,2,1,60,0,1,24,0
House,Town-house,800000,As new,340,125,200,4,0,1,3,1,200,0,1,15,0
House,House,850000,Good,162,82,253,6,0,1,2,1,80,0,0,,1
House,House,850000,Good,162,82,240,5,0,1,2,1,80,0,0,,1
House,House,850000,To be done up,187,71,260,5,0,1,2,1,90,0,1,26,0
House,Exceptional property,920000,Good,320,215,304,6,0,1,3,1,90,0,1,15,0
House,House,965000,As new,355,195,389,6,0,1,2,1,140,0,1,20,0
House,Apartment block,1090000,Good,218,142,423,4,0,1,2,1,76,0,0,,1
House,Apartment block,1090000,Good,218,142,423,4,0,1,2,1,76,0,0,,1
House,Exceptional property,1100000,Good,285,125,309,6,0,1,2,1,150,0,1,10,0
House,Apartment block,1350000,As new,190,95,380,7,0,0,2,1,90,0,1,5,1
House,Villa,1350000,As new,900,255,450,6,0,1,4,1,600,0,1,45,0
House,Mansion,1495000,As new,165,5,370,6,0,1,2,1,75,0,1,85,0
House,House,1495000,To renovate,1113,438,325,5,0,0,3,1,650,0,1,25,0
House,Mansion,2285000,As new,310,75,509,6,0,1,2,1,200,0,1,35,0
House,Exceptional property,2285000,As new,310,60,509,6,0,1,2,1,200,0,1,50,0
House,House,3000000,To be done up,,,917,,0,0,3,0,,0,0,,0
House,Villa,3500000,Good,2175,2175,450,9,0,0,4,0,,0,0,,0
House,Mansion,4500000,As new,550,520,1008,6,0,0,2,0,,0,1,30,0
House,House,475000,Good,206,96,153,4,0,0,2,1,100,0,1,10,0
House,Villa,725000,As new,,,154,3,0,1,4,1,281,0,1,53,0
House,Villa,3650000,As new,1500,140,766,6,0,1,,1,1300,0,1,60,0
House,Apartment block,1950000,Just renovated,,,585,12,0,1,3,0,,0,1,30,1
House,House,330000,,65,44,91,2,0,0,2,0,,0,1,21,0
House,House,320000,To be done up,152,85,165,4,0,1,2,1,67,0,0,,0
House,Mixed-use building,425000,Good,149,139,270,4,0,1,2,0,,0,1,10,1
House,House,435000,,135,70,144,5,0,0,3,1,65,1,0,,
House,House,480000,To be done up,70,63,140,4,0,0,2,0,,0,1,7,0
House,Apartment block,490000,Good,,,145,4,0,0,3,0,,0,1,20,1
House,House,550000,To be done up,52,52,150,7,0,0,2,0,,0,0,,0
House,Town-house,579000,As new,100,59,200,5,0,1,2,1,35,1,1,6,0
House,House,849000,,490,490,250,4,0,0,3,0,,0,0,,0
House,House,950000,Good,355,113,420,6,0,1,2,1,230,0,1,12,0
House,Villa,1695000,Good,800,450,450,4,0,0,3,1,350,0,0,,0
House,Mansion,2290000,Good,236,126,540,7,0,0,2,1,110,0,0,,0
House,Villa,2495000,As new,1667,-64,425,5,0,1,4,1,1667,0,1,64,0
House,House,2495000,Just renovated,564,126,460,7,0,1,2,1,390,0,1,48,0
House,Villa,2600000,Good,1425,1425,430,6,0,0,4,0,,0,0,,0
House,House,3400000,Good,395,225,650,4,0,1,2,1,150,0,1,20,0
House,Villa,5950000,As new,3000,-30,751,7,0,1,4,1,3000,0,1,30,0
House,House,475000,To be done up,259,99,175,4,0,0,2,1,150,0,1,10,0
House,Exceptional property,2290000,Good,236,126,540,7,0,1,2,1,110,0,0,,0
House,Apartment block,795000,To be done up,162,126,408,8,0,0,2,1,12,0,1,24,1
House,Apartment block,580000,To be done up,460,460,275,6,0,0,2,0,,0,0,,1
House,House,890000,As new,216,36,210,4,0,1,2,1,150,0,1,30,0
House,House,410000,To be done up,146,146,172,4,0,0,2,0,,0,0,,0
House,Apartment block,475000,Good,,,190,3,0,1,2,0,,0,0,,1
House,House,320000,To renovate,342,342,145,3,0,0,2,0,,0,0,,0
House,Mixed-use building,420000,Good,45,45,100,3,0,1,3,0,,0,0,,1
House,House,450000,As new,,,200,4,0,0,2,0,,0,0,,0
House,House,460000,As new,125,80,190,2,0,0,4,1,30,0,1,15,0
House,House,460000,As new,125,79,190,2,0,0,4,1,31,0,1,15,0
House,House,499000,To be done up,160,97,160,4,0,0,2,1,40,0,1,23,0
House,House,775000,Good,98,58,264,5,0,1,2,1,20,0,1,20,0
House,Mixed-use building,895000,To renovate,170,100,374,3,0,0,3,0,,0,1,70,1
House,House,975000,To renovate,760,460,300,5,0,0,4,1,300,0,0,,0
House,House,1050000,To renovate,480,168,290,3,0,0,2,1,300,0,1,12,0
House,Villa,1200000,To renovate,2500,2446,400,5,0,1,4,0,,0,1,54,0
House,Exceptional property,1340000,Just renovated,670,70,330,4,0,1,3,1,500,0,1,100,0
House,House,1400000,To be done up,1120,1080,410,6,0,1,4,0,,0,1,40,0
House,House,1425000,Good,800,100,380,6,0,1,4,1,650,0,1,50,0
House,Villa,1699000,As new,951,507,647,5,0,1,4,1,400,0,1,44,0
House,House,2200000,To renovate,1300,300,588,6,0,0,4,1,1000,0,0,,0
House,Villa,2200000,To be done up,1300,1300,588,5,0,0,4,0,,0,0,,0
