Type of property,Subtype of property,Price,State of the building,Surface of the plot,Surface of the land,Area,Number of rooms,Furnished,Fully equipped kitchen,Number of facades,Garden,Garden surface,Open fire,Terrace,Terrace surface,Investment property
House,House,389000,As new,267,267,200,3,0,0,2,1,,0,0,,0
House,House,395000,Good,,,144,,0,0,2,0,,0,0,,0
House,Mansion,438000,Good,670,670,251,5,0,0,2,1,,0,0,,0
House,House,540000,Good,,,160,3,1,0,2,1,23,0,0,,0
House,Villa,595000,To renovate,537,519,235,4,0,0,4,0,,0,1,18,0
House,House,429000,Just renovated,96,67,178,4,0,0,,1,29,0,0,,0
House,House,459000,As new,279,279,176,4,0,1,,1,,0,0,,0
House,Town-house,389000,Good,210,92,165,3,0,0,2,1,102,0,1,16,0
House,House,296000,,218,203,140,3,0,0,3,1,,0,1,15,0
House,House,296000,,221,206,140,3,0,0,3,1,,0,1,15,0
House,House,297000,,227,212,140,3,0,0,3,1,,0,1,15,0
House,House,297000,,230,215,140,3,0,0,3,1,,0,1,15,0
House,House,297000,,228,213,140,3,0,0,3,1,,0,1,15,0
House,House,303000,,237,222,155,3,0,0,3,1,,0,1,15,0
House,House,303000,,239,224,155,3,0,0,3,1,,0,1,15,0
House,House,304000,,248,233,155,3,0,0,3,1,,0,1,15,0
House,House,304000,,242,227,155,3,0,0,3,1,,0,1,15,0
House,House,306000,,262,247,155,3,0,0,3,1,,0,1,15,0
House,House,306000,,257,242,155,3,0,0,3,1,,0,1,15,0
House,House,307000,,268,253,155,3,0,0,3,1,,0,1,15,0
House,Town-house,399000,Just renovated,239,98,273,3,0,0,2,1,27,1,1,114,0
House,House,540000,Good,624,624,313,3,0,1,4,0,,0,0,,0
House,Apartment block,1495000,Good,,,20,13,1,0,2,0,,0,0,,1
House,House,334000,Good,223,78,186,3,0,0,4,1,145,0,0,,0
House,House,440000,To renovate,1025,1025,144,4,0,0,4,0,,0,0,,0
House,House,189000,To be done up,122,122,73,2,0,0,3,1,,0,0,,0
House,House,295000,,260,260,147,3,0,1,3,1,,0,0,,0
House,House,309000,To be done up,810,810,,4,0,0,4,0,,0,0,,0
House,Exceptional property,325000,To renovate,1001,1001,165,3,0,0,4,0,,0,0,,0
House,House,335000,Good,281,281,154,3,0,0,2,0,,0,0,,0
House,House,195000,Good,223,128,134,3,0,0,2,1,50,0,1,45,0
House,House,385000,Good,459,125,125,3,0,0,4,1,334,0,0,,0
House,Mansion,795000,Good,,,282,2,0,0,2,0,,0,1,10,0
House,House,275000,Good,170,95,120,2,0,0,2,1,75,0,0,,0
House,House,275000,To be done up,248,67,130,3,0,0,2,1,170,0,1,11,0
House,House,895000,Good,3360,3360,360,4,0,0,,1,,0,0,,0
House,Chalet,50000,Good,461,461,50,2,0,0,,0,,0,0,,0
House,House,165000,To renovate,40,40,84,2,0,0,,0,,0,0,,0
House,House,210000,Just renovated,105,65,105,2,0,0,2,1,40,0,0,,
House,House,220000,Good,73,64,73,2,0,0,2,0,,0,1,9,0
House,Town-house,225000,To renovate,265,85,167,3,0,0,2,1,150,1,1,30,0
House,House,245000,Good,138,73,116,3,0,1,2,1,65,0,0,,0
House,House,249000,As new,98,40,125,2,0,0,2,1,40,0,1,18,0
,,,,,,,,0,0,,0,,0,0,,
House,House,259000,To renovate,100,100,155,4,0,0,2,0,,0,0,,0
House,House,285000,To renovate,306,126,130,5,0,0,3,1,180,0,0,,0
House,House,289000,Good,120,90,152,5,0,0,2,1,30,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,325000,Just renovated,163,163,165,3,0,1,2,1,,0,0,,
,,,,,,,,0,0,,0,,0,0,,
,,,,,,,,0,0,,0,,0,0,,
House,Town-house,349000,Good,384,54,178,3,0,0,4,1,300,0,1,30,0
House,House,355000,Good,974,54,130,2,0,0,3,1,900,0,1,20,0
House,House,369000,As new,215,30,155,3,0,1,2,1,145,1,1,40,0
House,Town-house,385000,As new,208,90,160,3,0,0,2,1,100,0,1,18,0
House,Villa,389000,Just renovated,1797,1797,372,5,0,1,4,0,,0,0,,0
House,House,399000,As new,190,80,245,3,0,1,2,1,80,0,1,30,0
House,House,399000,Good,267,202,195,3,0,0,2,0,,0,1,65,0
House,House,455000,As new,382,269,292,4,0,0,2,1,84,0,1,29,0
House,Apartment block,495000,To renovate,89,89,340,8,0,0,,0,,0,0,,1
House,House,495000,As new,198,4,190,4,0,0,2,1,110,0,1,84,0
House,Mixed-use building,499000,As new,360,240,346,4,0,0,2,1,100,0,1,20,1
House,Villa,519000,As new,890,890,155,3,0,1,4,1,,1,0,,0
House,Mansion,625000,Good,128,128,203,3,0,0,2,0,,0,0,,0
House,Mansion,895000,Good,176,136,300,5,0,0,2,1,40,1,0,,0
House,Apartment block,1425000,As new,1006,934,304,6,0,0,4,1,60,0,1,12,1
House,Apartment block,1440000,Just renovated,120,120,400,9,1,0,2,0,,0,0,,1
House,House,499000,Good,590,320,315,7,0,0,3,1,230,0,1,40,0
House,House,296500,To be done up,380,320,380,4,0,0,2,1,60,0,0,,0
House,Exceptional property,1190000,As new,2816,16,510,4,0,1,4,1,2800,0,0,,0
House,House,165000,,97,97,116,3,0,0,,1,,0,0,,0
House,House,425000,,393,102,275,3,0,1,3,1,270,0,1,21,0
House,Mansion,495000,As new,241,131,299,4,0,0,2,1,110,0,0,,0
House,House,549000,As new,310,308,236,4,0,1,3,1,1,1,1,1,0
House,House,330000,As new,343,163,150,3,0,0,2,1,150,1,1,30,0
House,Mansion,499000,Good,95,80,309,4,0,0,2,0,,1,1,15,0
House,Villa,,Good,2400,2400,693,7,0,0,4,1,,1,0,,0
House,House,335000,As new,200,160,210,3,0,0,,1,40,0,0,,0
House,Apartment block,595000,,70,70,70,3,0,0,,0,,0,0,,1
House,House,299000,To be done up,190,150,165,4,0,0,2,1,40,0,0,,0
House,House,325000,To renovate,513,102,165,2,0,0,2,1,410,0,1,1,0
House,House,259000,To be done up,215,75,138,4,0,0,,1,125,0,1,15,0
House,House,375000,Good,1405,1405,174,3,0,0,,1,,0,0,,0
House,House,,Just renovated,60,50,94,2,0,0,2,0,,0,1,10,0
House,House,327500,,145,145,140,3,0,0,3,1,,0,0,,0
House,House,169000,To renovate,95,95,200,4,0,0,,0,,0,0,,0
House,House,250000,To be done up,70,69,162,5,0,0,2,0,,0,1,1,0
House,House,265000,To be done up,371,371,168,4,0,0,,0,,0,0,,0
House,House,269900,To renovate,321,321,172,3,0,0,3,0,,0,0,,0
House,House,274000,,120,0,114,3,0,1,3,1,120,0,0,,0
House,House,285000,Good,90,63,136,4,0,0,,1,27,0,0,,0
House,House,298000,As new,210,90,120,2,0,0,,1,120,0,0,,0
House,House,315000,Good,531,531,120,2,0,0,4,0,,0,0,,0
House,House,329000,Just renovated,315,154,139,3,0,0,,1,146,0,1,15,0
House,House,339000,To be done up,89,89,221,5,0,1,2,0,,0,0,,0
House,House,349000,Just renovated,383,383,165,4,0,0,3,1,,0,0,,0
House,House,352020,,227,129,194,3,0,1,3,1,82,0,1,16,0
House,House,359900,As new,160,65,175,4,0,1,,1,80,0,1,15,0
House,Mansion,379000,To renovate,83,83,180,3,0,0,2,0,,0,0,,0
House,House,389000,,561,561,244,4,0,0,3,1,,0,0,,0
House,House,389000,,561,561,244,3,0,0,3,1,,0,0,,0
House,House,399000,As new,294,154,185,3,0,0,,1,140,0,0,,0
House,House,429000,As new,278,178,182,3,0,1,,1,75,0,1,25,0
House,House,439000,To be done up,983,983,217,4,0,0,,1,,1,0,,0
House,House,449000,To be done up,1000,1000,234,5,0,0,,1,,1,0,,0
House,House,456200,,749,749,160,3,0,0,,1,,0,0,,0
House,House,499000,As new,80,59,240,5,0,0,,1,8,1,1,13,1
House,Apartment block,499000,Good,123,123,227,,0,0,4,0,,0,0,,1
House,Mansion,815000,As new,187,164,235,4,0,1,,0,,0,1,23,0
House,House,369000,As new,128,107,114,4,0,0,,1,21,0,0,,0
House,House,220000,Good,90,65,90,3,0,0,2,1,25,0,0,,0
House,Country house,645000,To be done up,3862,762,366,4,0,0,4,1,3100,0,0,,0
House,House,650000,As new,1000,195,300,4,0,0,3,1,700,1,1,105,0
House,House,425000,Good,845,395,297,3,0,0,3,1,450,0,0,,0
House,Mansion,445000,Just renovated,111,53,155,2,0,0,2,1,58,0,0,,0
House,Villa,755000,As new,840,40,300,3,0,1,4,1,700,0,1,100,0
House,Castle,1800000,Good,12761,12761,455,4,0,1,4,0,,0,0,,0
House,House,259000,,349,349,166,3,0,0,4,0,,0,0,,0
House,House,259000,,267,267,111,3,0,0,2,0,,0,0,,0
House,Bungalow,359000,,869,869,156,3,0,0,,0,,0,0,,0
House,Town-house,345000,To be done up,270,42,120,3,0,0,2,1,210,0,1,18,0
House,Country house,525000,Good,638,602,289,4,0,0,4,1,1,1,1,35,0
House,House,183500,Good,80,80,77,1,0,0,3,0,,0,0,,0
House,House,245000,Good,478,478,140,2,0,0,3,0,,0,0,,0
House,House,255000,Good,220,50,125,3,0,1,2,1,147,0,1,23,0
House,House,269000,To be done up,460,460,135,3,0,0,4,1,,0,0,,0
House,House,292000,Good,172,130,172,3,0,1,3,1,22,0,1,20,0
House,House,298500,Just renovated,318,318,190,4,0,0,2,1,,0,0,,0
House,House,299000,Good,190,190,255,6,0,0,2,0,,0,0,,0
House,House,309000,To renovate,1159,1159,256,3,0,0,4,0,,0,0,,0
House,House,320000,Just renovated,261,211,137,2,0,1,4,0,,0,1,50,0
House,House,329000,To be done up,280,240,240,5,0,0,2,1,40,0,0,,0
House,House,358500,Good,390,34,152,2,0,0,3,1,310,1,1,46,
House,Other properties,365000,Good,100,100,250,4,0,1,2,0,,0,0,,1
House,House,375000,As new,215,65,202,4,0,0,2,1,125,1,1,25,0
House,House,387500,,470,470,126,3,0,0,3,0,,0,0,,0
House,House,398000,Good,2913,-35,232,3,0,0,4,1,2913,0,1,35,0
House,House,445000,Good,292,292,135,4,0,0,3,0,,0,0,,0
House,House,449000,Just renovated,135,135,200,3,0,0,2,0,,0,0,,0
House,House,449000,Good,338,165,350,5,0,0,2,1,145,1,1,28,
,,,,,,,,0,0,,0,,0,0,,
House,Farmhouse,524000,To renovate,5996,5996,616,5,0,0,4,0,,0,0,,0
House,House,525000,As new,405,378,333,4,0,1,3,0,,0,1,27,0
House,Villa,545000,As new,708,708,210,3,0,0,4,0,,0,0,,0
House,House,589000,As new,2300,2300,334,6,0,0,3,0,,0,0,,0
House,Apartment block,620000,To renovate,124,124,,6,0,0,2,0,,0,0,,1
House,Apartment block,635000,Good,61,61,180,4,0,1,2,0,,0,0,,1
House,Villa,650000,As new,882,392,255,3,0,1,4,1,490,0,0,,0
House,Mansion,780000,To be done up,104,89,280,,0,0,4,0,,0,1,15,0
House,Villa,1690000,Good,1110,1110,455,5,0,0,4,1,,1,0,,0
House,Apartment block,2000000,Good,,,,2,0,0,3,0,,0,0,,1
House,Bungalow,219900,To renovate,650,250,,2,0,0,3,1,400,0,0,,0
House,House,205000,Just renovated,150,65,80,2,0,0,2,1,85,0,0,,0
House,House,269000,As new,210,95,166,2,0,0,2,1,100,0,1,15,0
House,House,290000,Good,420,138,150,2,0,0,3,1,270,0,1,12,0
House,House,319000,As new,55,43,118,3,0,0,1,1,12,0,0,,0
House,Town-house,339000,To be done up,265,235,180,3,0,0,1,0,,0,1,30,0
House,House,345000,Good,80,45,128,3,0,0,2,1,35,0,0,,0
House,House,359900,,349,140,135,3,0,1,3,1,194,0,1,15,1
House,Town-house,389000,As new,210,117,194,2,0,1,2,1,84,0,1,9,0
House,House,425000,,442,199,265,3,0,1,3,1,220,0,1,23,0
House,House,449000,As new,300,240,222,4,0,1,1,1,60,1,0,,0
House,Villa,556000,As new,624,128,325,4,0,1,4,1,466,0,1,30,0
House,House,839000,As new,2484,2482,270,4,0,1,4,1,1,0,1,1,0
House,Town-house,279000,To renovate,212,62,190,3,0,0,2,1,150,1,0,,0
House,House,368000,As new,295,79,178,4,0,0,2,1,180,0,1,36,0
House,House,329000,Good,1402,402,225,4,0,1,3,1,1000,0,0,,0
House,House,,Good,186,68,208,3,0,0,1,1,93,0,1,25,0
House,House,359000,Good,285,285,210,4,0,0,3,1,,0,0,,0
House,House,359000,Just renovated,180,180,162,3,0,1,,1,,0,0,,0
House,Villa,1095000,As new,2738,2738,750,4,0,0,4,1,,0,0,,0
House,Mixed-use building,219500,Good,50,37,,1,0,0,,0,,0,1,13,1
House,Villa,1345000,As new,1574,1574,306,5,0,0,4,1,,0,0,,0
House,House,275000,Good,234,234,165,3,0,0,2,1,,0,0,,0
House,House,320000,As new,130,48,130,3,0,0,2,1,70,0,1,12,0
House,House,322000,,548,548,,4,0,0,4,1,,0,0,,0
House,Town-house,295000,Good,360,360,210,3,0,0,2,1,,0,0,,0
House,House,295000,Good,172,97,200,3,0,0,,1,65,0,1,10,0
House,House,299000,As new,225,105,170,4,0,0,,1,120,0,0,,0
House,House,319000,Good,550,200,192,3,0,0,4,1,340,0,1,10,0
House,House,319000,Good,1483,1483,,3,0,0,4,1,,0,0,,0
House,House,336000,To be done up,273,273,213,5,0,0,,1,,0,0,,0
House,House,339000,As new,93,64,150,3,0,0,,1,29,0,0,,0
House,House,355000,To renovate,611,595,198,3,0,0,4,1,,0,1,16,
House,Town-house,365000,To be done up,185,-43,245,3,0,0,2,1,210,1,1,18,
,,,,,,,,0,0,,0,,0,0,,
House,House,379900,As new,70,70,250,7,0,0,,0,,0,0,,1
House,Town-house,385000,Good,330,-918,180,3,0,0,2,1,1240,0,1,8,0
House,House,395000,Good,760,420,220,2,0,1,4,1,300,1,1,40,0
House,Town-house,399000,As new,252,95,148,3,0,0,2,1,140,0,1,17,0
House,Apartment block,399500,Good,119,119,,,0,0,2,1,,0,0,,1
House,House,419000,Good,267,267,200,3,0,0,,1,,0,0,,0
House,Town-house,437000,As new,258,108,192,4,0,1,2,1,150,0,0,,
House,House,444000,Good,484,484,220,4,0,0,4,1,,0,0,,0
House,House,448000,To be done up,1309,1309,432,6,0,0,4,1,,1,0,,0
House,House,495000,As new,272,272,217,3,0,1,,1,,0,0,,0
House,Town-house,625000,Good,418,128,290,4,0,0,3,1,290,0,0,,0
House,Villa,699000,Good,1351,1351,306,5,0,0,4,1,,0,0,,0
House,Apartment block,895000,Good,352,352,545,10,0,0,,0,,0,0,,1
House,Villa,1250000,As new,5367,5367,500,3,0,0,4,1,,0,0,,0
House,Manor house,1495000,Good,11992,11992,550,5,0,0,4,1,,0,0,,0
House,Villa,2085000,Good,944,944,546,7,0,0,4,0,,0,0,,0
House,House,199500,To renovate,282,282,119,2,0,0,3,1,,0,0,,0
House,House,299000,,222,222,282,3,0,0,,0,,0,0,,0
House,House,219500,Good,50,37,,1,0,0,,0,,0,1,13,0
House,House,324000,,126,85,196,3,0,0,2,1,30,0,1,11,0
House,House,335000,,192,81,214,3,0,0,3,1,100,0,1,11,0
House,House,379000,To renovate,140,46,240,5,0,0,,1,90,1,1,4,1
House,Mansion,445000,As new,495,495,228,3,0,0,3,1,,0,0,,0
House,Villa,780000,As new,2026,1926,260,4,0,0,4,0,,1,1,100,0
House,House,480000,Just renovated,85,70,195,3,0,0,2,0,,1,1,15,0
House,House,469000,As new,365,146,227,3,0,0,3,1,187,0,1,32,0
House,House,379000,As new,420,420,193,3,0,0,3,0,,0,0,,0
House,House,520000,To renovate,1120,1120,250,5,0,0,4,0,,0,0,,0
House,House,375000,As new,73,59,143,3,0,0,2,0,,0,1,14,0
House,Mansion,598000,As new,1200,90,320,6,0,0,2,1,1000,1,1,110,0
House,Villa,417000,As new,2828,0,192,3,0,0,4,1,2828,0,0,,0
House,House,449900,Good,161,81,140,4,0,0,2,1,80,0,0,,0
House,Mansion,795000,Good,201,201,255,4,0,0,2,0,,0,0,,0
House,Chalet,75000,To renovate,1926,1926,70,1,0,0,4,0,,0,0,,0
House,House,210000,To renovate,589,589,139,2,0,0,4,0,,0,0,,0
House,House,239000,Just renovated,140,52,125,2,0,0,2,1,73,0,1,15,0
House,House,265000,,80,68,126,3,0,0,2,0,,0,1,12,0
House,House,269000,,796,796,200,3,0,0,4,0,,0,0,,0
House,Apartment block,290000,,691,691,260,8,0,0,4,0,,0,0,,1
House,House,329000,Good,171,85,168,3,0,0,2,1,56,0,1,30,0
House,House,349000,Good,175,175,175,2,0,0,3,0,,0,0,,0
House,House,368000,,276,276,170,3,0,0,3,0,,1,0,,0
House,House,375000,Good,,,156,3,0,1,2,1,78,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,398000,,420,40,197,3,0,0,3,1,330,0,1,50,0
House,House,429900,Good,960,960,273,3,0,0,3,0,,0,0,,0
House,House,445000,Just renovated,,,332,4,0,1,2,0,,0,1,40,0
House,Villa,452300,,720,720,180,4,0,0,4,1,,0,0,,0
House,House,490000,As new,899,858,230,3,0,1,4,1,1,0,1,40,0
House,Exceptional property,519000,Good,800,100,166,4,0,0,4,1,700,0,0,,0
House,House,549000,Just renovated,,,195,,0,0,2,0,,0,0,,0
House,Villa,695000,Good,1400,1400,348,3,0,0,4,1,,1,0,,0
House,Apartment block,900000,Good,136,136,500,,0,0,4,0,,0,0,,1
House,Mixed-use building,1600000,,335,335,948,,0,0,2,0,,0,0,,1
House,House,249000,Good,1115,205,134,3,0,0,4,1,900,0,1,10,0
House,House,265000,Good,90,60,137,3,0,0,1,1,30,0,0,,0
House,House,309000,,,,155,3,0,0,3,1,,0,1,15,0
House,House,315000,Good,118,94,161,3,0,1,2,1,24,0,0,,0
House,House,455000,As new,380,380,250,4,0,0,3,1,,0,0,,0
House,House,370000,As new,637,637,127,3,0,0,3,0,,0,0,,0
House,House,375000,Good,215,213,180,4,0,0,1,1,1,0,1,1,0
House,House,240000,As new,100,75,,2,0,1,2,0,,0,1,25,0
House,House,379000,,525,525,,3,0,0,4,1,,0,0,,0
House,House,415000,Just renovated,213,100,157,3,0,1,2,1,100,0,1,13,0
House,House,439000,Good,,,230,4,0,0,,0,,0,0,,0
House,House,375000,Good,195,135,155,3,0,1,2,1,60,0,0,,0
House,House,420000,As new,352,87,206,4,0,0,3,1,225,0,1,40,0
House,Villa,595000,As new,2300,200,340,4,0,1,4,1,2000,0,1,100,0
House,House,319000,,,,126,3,0,1,2,0,,0,0,,0
House,House,165000,To be done up,60,38,90,2,0,0,2,1,11,1,1,11,0
House,Mixed-use building,199000,Good,,,84,,0,1,2,0,,0,0,,1
House,House,235000,,165,165,90,2,0,0,3,1,,0,0,,0
House,House,280000,Good,200,70,100,2,0,0,1,1,120,0,1,10,
House,House,318000,To be done up,305,305,116,2,0,0,3,0,,0,0,,0
House,House,329000,To renovate,650,-3364,150,2,0,0,4,1,4002,0,1,12,0
House,House,330000,Good,197,90,160,3,0,0,3,1,80,0,1,27,0
House,House,335000,As new,269,244,145,3,0,1,3,0,,0,1,25,0
House,House,339000,Just renovated,105,51,155,3,0,1,1,1,27,0,1,27,0
House,House,349000,As new,218,218,228,5,0,1,2,0,,0,0,,0
House,Town-house,359000,Good,100,100,170,4,0,0,2,0,,1,0,,1
House,House,359000,Just renovated,2749,0,120,3,0,0,4,1,2749,0,0,,0
House,Villa,389000,To renovate,597,347,142,4,0,0,4,1,250,1,0,,0
House,House,395000,As new,202,202,219,4,0,1,2,0,,0,0,,0
House,House,399000,As new,250,85,190,4,0,0,2,1,135,0,1,30,0
House,House,405000,,225,85,420,5,0,0,2,1,120,1,1,20,0
House,House,415000,To be done up,791,782,296,4,0,0,4,0,,0,1,9,0
House,House,420000,Just renovated,650,120,160,3,0,0,3,1,530,0,0,,
House,House,434000,Good,220,100,266,4,0,0,2,1,120,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,530000,,720,190,205,5,0,0,4,1,480,1,1,50,0
House,Villa,538500,As new,761,761,375,6,0,0,4,1,,0,0,,0
House,House,575000,,525,525,292,8,0,0,,1,,0,0,,0
House,Mixed-use building,635000,Good,164,164,410,4,0,0,2,0,,0,0,,1
House,Villa,650000,As new,1370,315,260,4,0,1,4,1,1000,0,1,55,0
House,Mixed-use building,669000,,3190,3190,204,3,0,0,4,0,,0,0,,1
House,Apartment block,675000,To be done up,135,135,123,9,0,0,,0,,0,0,,1
House,Apartment block,675000,To be done up,135,135,123,9,0,0,,0,,0,0,,1
House,House,875000,As new,92,52,266,2,0,1,2,0,,0,1,40,0
House,Villa,1195000,Good,3200,3200,485,4,0,0,4,1,,0,0,,0
House,Villa,1250000,As new,1421,1421,671,5,0,0,4,1,,0,0,,0
House,Villa,1895000,As new,2000,2000,865,5,0,0,4,1,,0,0,,0
House,House,365000,Good,743,743,147,4,0,1,4,1,,0,0,,0
House,House,395000,Good,228,147,273,4,0,0,2,1,81,0,0,,0
House,Apartment block,419000,Good,1146,1146,290,5,0,0,3,1,,0,0,,1
House,Farmhouse,499000,To be done up,6204,6204,140,3,0,0,4,0,,0,0,,0
House,House,269000,As new,800,780,191,3,0,0,4,1,,0,1,20,0
House,House,460000,Good,1200,195,156,4,0,0,3,1,975,0,1,30,0
House,Apartment block,975000,Just renovated,124,124,480,6,0,0,2,0,,0,0,,1
House,Apartment block,975000,Just renovated,165,145,360,9,0,0,2,0,,0,1,20,1
House,Town-house,285000,To renovate,367,67,145,3,0,0,3,1,300,0,0,,0
House,House,277500,Good,236,224,,2,0,0,3,1,,0,1,12,0
House,House,465000,Good,276,276,170,3,0,0,3,0,,0,0,,0
House,Bungalow,249000,To renovate,750,379,145,3,0,0,,1,286,0,1,85,0
House,House,329000,,160,105,143,3,0,0,,1,55,0,0,,0
House,Mixed-use building,434000,As new,337,317,223,2,0,1,2,0,,0,1,20,1
House,House,375000,Good,1079,243,254,4,0,0,4,1,800,0,1,36,0
House,House,335000,Good,,,148,3,0,0,,0,,0,0,,0
House,House,,Good,826,826,205,2,0,0,4,0,,0,0,,0
House,House,419000,Just renovated,481,116,183,3,0,0,4,1,365,1,0,,0
House,Villa,695000,Good,982,982,384,4,0,0,,1,,0,0,,0
House,Villa,995000,To renovate,2402,2402,294,4,0,1,4,0,,0,0,,0
House,Mixed-use building,285000,As new,45,41,85,2,0,0,,0,,0,1,4,1
House,House,300000,,308,308,120,3,0,0,3,0,,0,0,,0
House,House,305500,,313,313,120,3,0,0,3,0,,0,0,,0
House,House,315000,Good,249,129,172,3,0,0,2,1,120,0,0,,0
House,House,325000,Good,490,460,183,4,0,0,3,1,,0,1,30,0
House,House,325000,Good,,,180,3,0,0,,0,,0,1,57,0
House,House,335000,To be done up,975,975,150,3,0,0,4,1,,0,0,,0
House,Town-house,348000,,130,55,,4,0,0,2,1,75,1,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,374722,As new,,,122,3,0,0,4,1,66,0,0,,0
House,House,374722,As new,,,122,3,0,0,4,1,60,0,0,,0
House,House,425000,As new,1308,1308,290,5,0,1,,1,,0,0,,0
House,House,465120,As new,,,268,3,0,0,4,1,47,0,1,12,0
House,House,489000,As new,393,393,201,4,0,1,3,0,,0,0,,0
House,Villa,520000,Good,1195,160,440,4,0,0,4,1,1000,0,1,35,0
House,Mansion,525000,Good,285,285,480,4,0,0,2,1,,0,0,,0
House,House,549000,As new,581,157,170,3,0,1,3,1,400,0,1,24,0
House,Manor house,625000,Good,1843,1843,425,6,0,0,4,1,,0,0,,0
House,House,,Good,,,195,4,0,1,,0,,0,0,,0
House,Villa,649000,Good,2066,2066,270,4,0,0,4,1,,0,0,,0
House,Villa,649000,Good,1026,101,210,4,0,0,4,1,925,0,0,,0
House,House,725000,As new,,,225,3,0,1,,0,,0,1,16,0
House,Mansion,749000,As new,1100,1060,350,5,0,0,4,1,,0,1,40,0
House,Villa,799000,Just renovated,1975,1975,425,6,0,1,,1,,1,0,,0
House,House,875000,Good,,,300,2,0,0,,0,,0,0,,0
House,House,1090000,Good,5749,5749,606,8,0,0,4,1,,0,0,,0
House,Mansion,1295000,As new,239,239,600,7,0,0,2,1,,1,0,,0
House,Manor house,1295000,As new,2226,2226,367,3,1,0,4,1,,0,0,,0
House,House,335000,As new,,,160,4,0,0,,1,,0,0,,0
House,Villa,2495000,Good,3759,3759,800,5,0,0,4,1,,1,0,,0
House,Villa,1950000,As new,5000,0,650,6,0,0,4,1,5000,0,0,,0
House,House,375000,Good,235,165,234,3,0,0,2,1,50,0,1,20,0
House,Villa,875000,To be done up,1493,1493,,2,0,0,4,1,,1,0,,0
House,House,200000,To renovate,132,132,126,2,0,0,3,0,,0,0,,0
House,House,,To renovate,195,115,140,3,0,0,2,1,80,0,0,,0
House,House,272500,To be done up,195,75,195,3,0,0,3,1,120,0,0,,0
House,House,339000,To renovate,70,70,212,6,0,0,2,0,,0,0,,0
House,House,165000,To renovate,,,110,3,0,0,4,1,50,0,0,,0
House,House,239000,Good,,,174,4,0,0,2,0,,0,0,,0
House,House,250000,Good,115,115,180,3,0,1,2,0,,0,0,,0
House,House,258000,Good,50,25,135,2,0,0,2,0,,0,1,25,0
House,Apartment block,258000,Good,45,45,135,3,0,0,2,0,,0,0,,1
House,House,265000,,631,631,163,3,0,0,4,1,,0,0,,0
House,House,285000,Good,94,94,,3,0,0,2,0,,0,0,,0
House,House,289000,Just renovated,81,71,148,3,0,1,2,0,,0,1,10,0
House,House,290000,To renovate,86,72,172,3,0,0,2,1,14,0,0,,0
House,House,309000,As new,805,805,,2,0,0,4,0,,0,0,,0
House,House,324000,Good,151,71,191,3,0,1,2,1,65,0,1,15,0
House,Town-house,325000,Good,158,60,195,3,0,0,2,1,93,0,1,5,0
House,House,325000,Good,658,658,126,3,0,1,4,0,,0,0,,0
House,House,325000,Good,500,500,170,3,0,0,3,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,350000,Just renovated,40,40,160,4,0,0,2,0,,0,0,,1
House,House,355000,As new,174,60,156,3,0,0,2,1,96,0,1,18,0
House,House,353000,Good,728,134,,4,0,0,4,1,580,0,1,14,0
House,House,359000,Good,579,579,130,3,0,0,4,1,,0,0,,0
House,House,359500,As new,201,41,180,3,0,0,2,1,130,0,1,30,0
House,House,377000,As new,396,396,164,4,0,0,3,0,,0,0,,0
House,House,379000,As new,184,184,168,4,0,0,4,0,,0,0,,0
House,House,379000,Good,68,57,132,3,0,1,2,1,11,0,0,,0
House,House,389000,As new,189,71,168,4,0,1,2,1,98,0,1,20,0
House,House,399000,,1965,1965,236,2,0,0,,0,,0,0,,0
House,House,424000,As new,463,418,105,3,0,1,2,1,,0,1,45,0
House,House,425000,As new,170,120,180,4,0,0,3,1,50,0,0,,0
House,House,429000,Good,1670,270,302,4,0,1,4,1,1400,0,0,,0
House,House,439000,Good,70,46,179,3,0,0,1,1,12,0,1,12,0
House,Apartment block,455000,Good,177,177,288,7,0,0,2,1,,0,0,,1
